X,Y,OBJECTID,SchoolCode,OrganizationId,SchoolName,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
1185224.399,794162.2491,7442,5254,105432,Gateway to College,,17801,121,Puget Sound Educational Service District 121,17401,Highline School District,10,13,10,13," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"614 SW 120th Street, Burien, Washington, 98146","614 SW 120th Street, Burien, Washington, 98146",Michael Thomas Sita,michael.sita@highlineschools.org,206.433.8760,47.49642,-122.34145,King,7,34
1176377.969,801909.3454,7452,5469,106049,Summit Public School: Atlas,,34950,,Washington State Charter School Commission,17905,Summit Public School: Atlas,6,12,6,12,"Charter,  Public School, Regular School",P,Public School,Other,"9601 35th Avenue SW, Seattle, Washington, 98126","9601 35th Avenue SW, Seattle, Washington, 98126",Katheryn  Bubalo,kbubalo@summitps.org,504.220.9397,47.51708,-122.37797,King,7,34
1188742.375,824920.5048,7459,5260,105454,Seattle Skills Center,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"2445 3rd Ave S Seattle Public Schools MS:31-6, Seattle, Washington, 98124-1165","PO Box 34165, Seattle, Washington, 98124-1165",Dan  Golosman,dpgolosman@seattleschools.org,206.252.0730,47.58094,-122.33011,King,7,11
1188742.375,824920.5048,7485,1635,100996,Interagency Programs,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,6,12,6,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"2445 3rd AVE S, SEATTLE, Washington, 98134-1923","PO BOX 34165 MS 33-155, SEATTLE, Washington, 98124-1165",Sharonda  Willingham,srwillingham@seattleschools.org,206.743.3935,47.58094,-122.33011,King,7,11
1173817.292,847050.264,7506,5565,106214,Magnolia Elementary,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2418 24th Ave W, Seattle, Washington, 98199","2418 24th Ave W, Seattle, Washington, 98199",Katie   Cryan,ktcryan@seattleschools.org,206.743.3805,47.64062049,-122.3927119,King,7,36
1186979.474,853780.9346,7507,5566,106215,Lincoln High School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,9,12,9,12," Public School, Regular School",P,Public School,High School,"4400 Interlake Ave N, Seattle, Washington, 98103-7519","4400 Interlake Ave N, Seattle, Washington, 98103-7519",Ruth   Medsker,lincoln@seattleschools.org,206-252-3590,47.65991892,-122.3399777,King,7,43
1188714.409,887748.9976,7528,5593,106242,Edwin Pratt Learning Center,,17801,121,Puget Sound Educational Service District 121,17412,Shoreline School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"1900 N 170th St, Shoreline, Washington, 98133","1900 N 170th St, Shoreline, Washington, 98133",Hilary   Clark,hilary.clark@shorelineschools.org,206-393-4359,47.75311427,-122.3361482,King,7,32
1185798.141,781703.4813,7546,5622,106404,Highline Public Schools Virtual Academy,,17801,121,Puget Sound Educational Service District 121,17401,Highline School District,PK,13,-1,13," Public School, Regular School",P,Public School,PK-12,"15675 AMBAUM BLVD SW, BURIEN, Washington, 98166","15675 AMBAUM BLVD SW, BURIEN, Washington, 98166",Amy   Carlson,amy.carlson@highlineschools.org,206.631.3000,47.4623115,-122.3379556,King,7,34
1182194.925,848914.4565,7580,5649,106431,Cascade Parent Partnership Program,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,K,8,0,8," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"2919 1st Avenue West, SEATTLE, Washington, 98119","2919 1st Avenue West, SEATTLE, Washington, 98119",Owen  Gonder,oigonder@seattleschools.org,206.252.4720,47.64627523,-122.35892,King,7,36
1182628.455,904515.3118,5125,3186,102525,Westgate Elementary,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,1,6,1,6," Public School, Regular School",P,Public School,Elementary School,"9601 220TH ST SW, EDMONDS, Washington, 98020-4598","9601 220TH ST SW, EDMONDS, Washington, 98020-4598",Mary  Freitas,freitasm@edmonds.wednet.edu,425.431.7474,47.798667,-122.362487,Snohomish,7,32
1181003.884,900157.3596,5265,1966,103929,Edmonds Heights K-12,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"23200 100th Ave W, Edmonds, Washington, 98020-0000","23200 100th Ave W, Edmonds, Washington, 98020-5200",Scott F Mauk,mauks@edmonds.wednet.edu,425.431.7841,47.78662,-122.368674,Snohomish,7,32
1186962.893,906100.5268,6099,3534,102540,Chase Lake Elementary,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"21603 84TH AVE W, EDMONDS, Washington, 98020-6299","21603 84TH AVE W, EDMONDS, Washington, 98020-6299",Sean  Silver,SilverS@edmonds.wednet.edu,425.431.7494,47.80329,-122.34501,Snohomish,7,32
1182583.882,912348.3214,6268,3606,102546,Edmonds Elementary,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"1215 OLYMPIC AVENUE, EDMONDS, Washington, 98020-2515","1215 OLYMPIC AVENUE, EDMONDS, Washington, 98020-2515",Alex  Alexander,alexanderdo@edmonds.wednet.edu,425.431.7375,47.820128,-122.363421,Snohomish,7,21
1188986.652,907021.0942,6269,3123,102523,Edmonds Woodway High School,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"7600  212TH STREET SW, EDMONDS, Washington, 98026-7556","7600  212TH STREET SW, EDMONDS, Washington, 98026-7556",Allison  Larsen,larsena@edmonds.wednet.edu,425.431.7908,47.805942,-122.336866,Snohomish,7,32
1181003.884,900157.3596,6423,3854,102556,Scriber Lake High School,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"23200 100th AVE W, Edmonds, Washington, 98020","23200 100th AVE W, Edmonds, Washington, 98020",Andrea  Hillman,hillmana@edmonds.wednet.edu,425.431.7270,47.78662,-122.368674,Snohomish,7,32
1186387.666,915011.5612,6426,3461,102533,Seaview Elementary,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"8426 188TH ST SW, EDMONDS, Washington, 98026","8426 188TH ST SW, EDMONDS, Washington, 98020-2299",Heather  Pickar,pickarh@edmonds.wednet.edu,425.431.7383,47.827671,-122.348199,Snohomish,7,21
1179726.144,901593.4122,6450,3605,102545,Sherwood Elementary,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,1,6,1,6," Public School, Regular School",P,Public School,Elementary School,"22901 106TH AVE W, EDMONDS, Washington, 98020-5199","22901 106TH AVE W, EDMONDS, Washington, 98020-5199",Christi  Kessler,KesslerC@edmonds.wednet.edu,425.431.7463,47.790472,-122.374008,Snohomish,7,32
1183680.012,899334.0351,6773,3463,102535,Madrona K-8 School,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,PK,8,-1,8," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"9300 236th ST SW, Edmonds, Washington, 98026","9300 236th ST SW, Edmonds, Washington, 98026",Kathleen  Hodges,HodgesK@edmonds.wednet.edu,425.431.7979,47.78453716,-122.357714,Snohomish,7,32
1186146.247,911160.5331,6788,1685,102514,Maplewood Parent Coop,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"8500 200TH ST SW, EDMONDS, Washington, 98026-2504","8500 200TH ST SW, EDMONDS, Washington, 98026-2504",Michelle  Jacobs-Mathis,mathism@edmonds.wednet.edu,(425) 431-7515,47.817103,-122.348814,Snohomish,7,21
1182920.154,898615.5087,7603,5669,106742,Woodway Center,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,PK,K,-1,0," Public School, Regular School",P,Public School,Elementary School,"9521 240th St SW, Edmonds, Washington, 98020","9521 240th St SW, Edmonds, Washington, 98020",Darcy  Becker,beckerd973@edmonds.wednet.edu,425-431-3827,47.78251915,-122.3607346,Snohomish,7,32
1680902.453,761899.4064,5100,2907,100463,Washington Elementary School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1401 WASHINGTON ST., WENATCHEE, Washington, 98801-0000","1401 WASHINGTON ST., WENATCHEE, Washington, 98801-0000",Janell  Royster,royster.janell@wenatcheeschools.org,509.662.5504,47.42242593,-120.3364744,Chelan,8,12
1683317.422,757426.3343,5113,2134,100459,Wenatchee High School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1101 MILLERDALE AVE, WENATCHEE, Washington, 98801-0000","1101 MILLERDALE AVE, WENATCHEE, Washington, 98801-0000",Eric J Anderson,anderson.eric@wenatcheeschools.org,509.663.8117,47.410149,-120.326759,Chelan,8,12
1679987.414,766105.7957,5129,1613,100455,Westside High School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"1510 NINTH, WENATCHEE, Washington, 98801","1510 Ninth St, Wenatchee, Washington, 98801",Jennifer L Devereaux,devereaux.j@wenatcheeschools.org,509.663.7947,47.43396271,-120.3401362,Chelan,8,12
1599793.355,888601.8345,5223,4566,100451,Beaver Valley School,,4801,171,North Central Educational Service District 171,4228,Cascade School District,K,4,0,4," Public School, Regular School",P,Public School,Elementary School,"19265 Beaver Valley Rd, Leavenworth, Washington, 98826-0000","19265 Beaver Valley Rd, Leavenworth, Washington, 98826-0000",Kenny  Renner-Singer,ksinger@cascade.wednet.edu,509.548.4042,47.769747,-120.665182,Chelan,8,12
1707872.432,850199.9733,5271,3317,100431,Entiat Middle and High School,,4801,171,North Central Educational Service District 171,4127,Entiat School District,6,12,6,12," Public School, Regular School",P,Public School,Other,"2650 ENTIAT WAY, ENTIAT, Washington, 98822-0000","2650 ENTIAT WAY, ENTIAT, Washington, 98822-0000",Tracie  Husted,thusted@entiatschools.org,509.784.1911,47.66428009,-120.2262936,Chelan,8,12
1758143.104,912810.0695,5325,2317,100434,Chelan Middle School,,4801,171,North Central Educational Service District 171,4129,Lake Chelan School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"215 Webster, Chelan, Washington, 98816-0000","PO Box 369, Chelan, Washington, 98816-0000",Brian  Wood,woodb@chelanschools.org,509.682.4061,47.83523712,-120.0207664,Chelan,8,12
1725471.802,933203.2098,5346,2623,100426,Manson High School,,4801,171,North Central Educational Service District 171,4019,Manson School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1000 TOTEM POLE RD, MANSON, Washington, 98831-0000","PO BOX A 1000 Totem Pole Road, Manson, Washington, 98831",Heather  Ireland,hireland@manson.org,509.687.9585,47.8916,-120.1534,Chelan,8,12
1593421.144,1095786.781,5474,2265,100428,Stehekin Elementary,,4801,171,North Central Educational Service District 171,4069,Stehekin School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"3 MILE MAIN VALLEY RD, STEHEKIN, Washington, 98852-0037","PO Box 37, Stehekin, Washington, 98852-0037",Michelle  Price,michellep@ncesd.org,509.665.2628,48.337505,-120.693153,Chelan,8,12
1708046.567,850372.8276,5513,2688,100430,Paul Rumburg Elementary,,4801,171,North Central Educational Service District 171,4127,Entiat School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"2650 ENTIAT WAY, ENTIAT, Washington, 98822-0000","2650 ENTIAT WAY, ENTIAT, Washington, 98822-0000",Tracie  Husted,thusted@entiatschools.org,509.784.1314,47.66475225,-120.2255846,Chelan,8,12
1680997.265,769453.2929,5565,4432,100470,Foothills Middle School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1410 MAPLE ST, WENATCHEE, Washington, 98801-0000","1410 MAPLE ST, WENATCHEE, Washington, 98801-0000",Mark  Goveia,goveia.m@wenatcheeschools.org,509.663.8961,47.443134,-120.336028,Chelan,8,12
1601857.228,827450.0319,5757,4403,100450,Icicle River Middle School,,4801,171,North Central Educational Service District 171,4228,Cascade School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"10195 Titus Rd, Leavenworth, Washington, 98826-9598","10195 Titus Rd, Leavenworth, Washington, 98826-9598",Mike  Janski,mjanski@cascadesd.org,509.548.4062,47.602134,-120.656298,Chelan,8,12
1759919.255,914723.772,5871,1675,100433,Lake Chelan Preschool,,4801,171,North Central Educational Service District 171,4129,Lake Chelan School District,PK,PK,-1,-1," Public School, Regular School",P,Public School,PK Only,"324 E Johnson, Chelan, Washington, 98816-0000","PO Box 369, Chelan, Washington, 98816-0000",Kelly  Kronbauer,kronbauerk@chelanschools.org,509.682.7744,47.84045249,-120.0134881,Chelan,8,12
1602290.283,827347.7644,6043,3564,100449,Cascade High School,,4801,171,North Central Educational Service District 171,4228,Cascade School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"10190 Chumstick Hwy, Leavenworth, Washington, 98826-9113","10190 Chumstick Hwy, Leavenworth, Washington, 98826-9113",Elia  Ala'ilima-Daley,edaley@cascadesd.org,509.548.5277,47.601856,-120.654542,Chelan,8,12
1645600.564,794918.095,6054,3268,100441,CASHMERE HIGH SCHOOL,,4801,171,North Central Educational Service District 171,4222,CASHMERE SCHOOL DISTRICT,9,12,9,12," Public School, Regular School",P,Public School,High School,"329 Tigner Road, Cashmere, Washington, 98815-1249","329 Tigner Road, Cashmere, Washington, 98815-1249",WILLIAM ANTHONY  BOYLE,tboyle@cashmere.wednet.edu,509.782.2914,47.513057,-120.479039,Chelan,8,12
1646082.692,795913.3568,6055,2315,100439,CASHMERE MIDDLE SCHOOL,,4801,171,North Central Educational Service District 171,4222,CASHMERE SCHOOL DISTRICT,5,8,5,8," Public School, Regular School",P,Public School,Middle School,"300 Tigner Road, Cashmere, Washington, 98815-1250","300 Tigner Road, Cashmere, Washington, 98815-1250",SARA COLLEEN GRAVES,SGRAVES@CASHMERE.WEDNET.EDU,509.782.2001,47.515785,-120.477087,Chelan,8,12
1758143.088,912749.4617,6105,4260,100437,Chelan High School,,4801,171,North Central Educational Service District 171,4129,Lake Chelan School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"215 Webster, Chelan, Washington, 98816-0000","PO Box 369, Chelan, Washington, 98816-0000",Brad  Wilson,wilsonb@chelanschools.org,509.682.4061,47.835071,-120.020768,Chelan,8,12
1684681.607,760455.8545,6152,2301,100461,Columbia Elementary School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"600 ALASKA ST, WENATCHEE, Washington, 98801-0000","600 ALASKA ST, WENATCHEE, Washington, 98801-0000",Si James Stuber,stuber.si@wenatcheeschools.org,509.662.7256,47.418446,-120.321222,Chelan,8,12
1684177.64,758200.4545,6288,3210,100466,Pioneer Middle School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1620 RUSSELL ST, WENATCHEE, Washington, 98801-0000","1620 RUSSELL ST, WENATCHEE, Washington, 98801-0000",Robert B Cline,cline.robert@wenatcheeschools.org,509.663.7171,47.412266,-120.323278,Chelan,8,12
1678615.648,780462.847,6559,3208,100464,Sunnyslope Elementary School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3109 SCHOOL STREET, WENATCHEE, Washington, 98801","3109 SCHOOL STREET, WENATCHEE, Washington, 98801",David D  Perkins,perkins.d@wenatcheeschools.org,509.663.5520,47.473329,-120.345565,Chelan,8,12
1647482.127,796722.5379,6637,2787,100440,VALE ELEMENTARY SCHOOL,,4801,171,North Central Educational Service District 171,4222,CASHMERE SCHOOL DISTRICT,PK,4,-1,4," Public School, Regular School",P,Public School,Elementary School,"101 Pioneer Avenue, Cashmere, Washington, 98815-1225","101 Pioneer Avenue, Cashmere, Washington, 98815-1225",SEAN R MCKENNA,SMCKENNA@CASHMERE.WEDNET.EDU,509.782.3355,47.518002,-120.471423,Chelan,8,12
1682336.825,767706.3141,6707,2279,100460,Lewis And Clark Elementary Sch,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1130 PRINCETON, WENATCHEE, Washington, 98801-0000","1130 PRINCETON, WENATCHEE, Washington, 98801-0000",Alfonso  Lopez,lopez.a@wenatcheeschools.org,509.663.5951,47.438337,-120.33063,Chelan,8,12
1687574.318,756247.3731,6725,3209,100465,Abraham Lincoln Elementary,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1224 METHOW ST., WENATCHEE, Washington, 98801-0000","1224 METHOW ST., WENATCHEE, Washington, 98801-0000",Tim  Sheppard,sheppard.t@wenatcheeschools.org,509.663.5710,47.40689,-120.309579,Chelan,8,12
1725404.824,932585.212,6782,2196,100425,Manson Elementary,,4801,171,North Central Educational Service District 171,4019,Manson School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"950 Totem Pole Road, MANSON, Washington, 98831-0000","PO BOX A 950 Totem Pole Road, MANSON, Washington, 98831-0000",Benjamin  Riippi,Briippi@manson.org,509.687.9502,47.889907,-120.153684,Chelan,8,12
1690121.014,753306.378,6876,2347,100462,Mission View Elementary School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"60 TERMINAL AVENUE, WENATCHEE, Washington, 98801-0000","60 TERMINAL AVENUE, WENATCHEE, Washington, 98801-0000",Jeff  Jaeger,jaeger.j@wenatcheeschools.org,509.663.5851,47.39881,-120.299325,Chelan,8,12
1760304.343,914658.1088,6887,2689,100435,Morgen Owings Elementary School,,4801,171,North Central Educational Service District 171,4129,Lake Chelan School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"407 E Woodin, Chelan, Washington, 98816-0000","PO Box 369, Chelan, Washington, 98816-0000",Erin  Morin,morine@chelanschools.org,509.682.4031,47.840266,-120.011922,Chelan,8,12
1678013.16,765696.012,6942,4423,100469,John Newbery Elementary,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"850 WESTERN, WENATCHEE, Washington, 98801-0000","850 N. WESTERN, WENATCHEE, Washington, 98801-0000",Socorro  Yanez,yanez.s@wenatcheeschools.org,509.664.8930,47.43285,-120.348116,Chelan,8,12
1681075.905,761432.2269,7000,3269,100467,Castlerock Early Learning Center,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,PK,9,-1,9," Public School, Special Education School",S,Special Education School,Other,"112 SO. ELLIOTT STREET, WENATCHEE, Washington, 98801-0000","112 SO. ELLIOTT STREET, WENATCHEE, Washington, 98801-0000",TRISHA   CRAIG,craig.t@wenatcheeschools.org,509.663.7117,47.42114419,-120.3357777,Chelan,8,12
1683462.334,763578.468,7022,3370,100468,Orchard Middle School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1024 ORCHARD AVE, WENATCHEE, Washington, 98801-0000","1024 ORCHARD AVE, WENATCHEE, Washington, 98801-0000",Taunya  Brown,brown.t@wenatcheeschools.org,509.662.7745,47.427014,-120.326119,Chelan,8,12
1600622.096,827324.4741,7032,2827,100448,Alpine Lakes Elementary,,4801,171,North Central Educational Service District 171,4228,Cascade School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"500 Pine Street, Leavenworth, Washington, 98826-1215","500 Pine Street, Leavenworth, Washington, 98826-1215",Kenny  Renner-Singer,KSinger@cascadesd.org,509.548.5839,47.601783,-120.661303,Chelan,8,12
1615086.727,815022.0584,7065,2760,100447,Peshastin Dryden Elementary,,4801,171,North Central Educational Service District 171,4228,Cascade School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"10001 School Street, Peshastin, Washington, 98847","10001 School Street, Peshastin, Washington, 98847",Emily  Ross,eross@cascadesd.org,509.548.5832,47.56812519,-120.6026127,Chelan,8,12
1685851.583,763699.9507,7109,1612,100454,Skill Source,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"233 N CHELAN ST, WENATCHEE, Washington, 98801-0000","233 N CHELAN ST, WENATCHEE, Washington, 98801-0000",KORY  KALAHAR,kalahar.k@wenatcheeschools.org,509.663.3369,47.4273322,-120.3164658,Chelan,8,12
1759219.552,915072.358,7240,1940,103865,Chelan School of Innovation,,4801,171,North Central Educational Service District 171,4129,Lake Chelan School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"216 N Emerson Street, Chelan, Washington, 98816-0000","303 East Johnson Avenue, Chelan, Washington, 98816-0000",Crosby  Carpenter,carpenterc@chelanschools.org,509.682.4061,47.84141971,-120.016328,Chelan,8,12
1725471.802,933203.2098,7282,5286,105530,Manson Middle School,,4801,171,North Central Educational Service District 171,4019,Manson School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1000 Totem Pole Rd, Manson , Washington, 98831","1000 Totem Pole Rd, Manson, Washington, 98831",Heather  Ireland,hireland@manson.org,509.687.9585,47.8916,-120.1534,Chelan,8,12
1573602.653,1045344.621,7287,3861,100436,Holden Village Community School,,4801,171,North Central Educational Service District 171,4129,Lake Chelan School District,K,12,0,12," Public School, Regular School",P,Public School,K-12,"HCOO Stop 2 Holden Village, Chelan, Washington, 98816-0000","HCOO Stop 2 Holden Village, Chelan, Washington, 98816-0000",Kelly  Kronbauer,kronbauerk@chelanschools.org,509.682.4031,48.199125,-120.773881,Chelan,8,12
1682657.118,777640.7106,7308,4105,100735,Wenatchee Valley Technical Skills Center,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"327 E PENNY ROAD STE D, WENATCHEE, Washington, 98801-8106","327 E PENNY ROAD STE D, WENATCHEE, Washington, 98801-8106",Peter E Jelsing,jelsing.p@wenatcheeschools.org,509.662.8827,47.46556954,-120.3292489,Chelan,8,12
1686065.74,761653.2928,7406,1802,100458,Chelan County Juvenile Detention Center,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,3,12,3,12, Detention Center,J,Juvenile Detention Center,Other,"316 WASHINGTON ST, WENATCHEE, Washington, 98801-0000","316 WASHINGTON ST, WENATCHEE, Washington, 98801-0000",Kory  Kalahar,kalahar.k@wenatcheeschools.org,509.663.7947,47.42172,-120.31562,Chelan,8,12
1599993.112,825865.4826,7408,5418,105924,Cascade Home-Link,,4801,171,North Central Educational Service District 171,4228,Cascade School District,K,8,0,8," Affiliated With District, Public School",P,Public School,Other,"330 Evans Street, Leavenworth, Washington, 98826","330 Evans Street, Leavenworth, Washington, 98826",William Lee Motsenbocker,jwinters@cascadesd.org,509.548.5885,47.59778,-120.66384,Chelan,8,12
1685851.583,763699.9507,7456,5316,105631,Open Doors  Re-Engagement Wenatchee,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"233 N Chelan Ave, Wenatchee, Washington, 98801","PO Box 2360, Wenatchee, Washington, 98807",Kory  Kalahar,kalahar.k@wenatcheeschools.org,509.663.7947,47.4273322,-120.3164658,Chelan,8,12
1681986.79,772861.2582,7493,5569,106218,Valley Academy of Learning K-8,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,8,0,8," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"1911 N Wenatchee Avenue, Wenatchee, Washington, 98801","1911 N Wenatchee Avenue, Wenatchee, Washington, 98801",Greg  Lovercamp,lovercamp.g@wenatcheeschools.org,509.662.6417,47.452471,-120.332,Chelan,8,12
1683464.915,763838.8442,7565,5637,106419,Wenatchee Internet Academy,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,K,12,0,12," Affiliated With District, Public School",P,Public School,K-12,"1510 Ninth Street, Wenatchee, Washington, 98801","1510 Ninth Street, Wenatchee, Washington, 98801",Jennifer  Devereaux,devereau.j@wenatcheeschools.org,509.888.5222,47.42772779,-120.3261063,Chelan,8,12
1599993.112,825865.4826,7569,5640,106422,Kodiak Virtual Academy,,4801,171,North Central Educational Service District 171,4228,Cascade School District,6,12,6,12," Affiliated With District, Public School",P,Public School,Other,"330 EVANS STREET, LEAVENWORTH, Washington, 98826","330 EVANS STREET, LEAVENWORTH, Washington, 98826",Elia  Ala'ilima-Daley,edaley@cascadesd.org,509 548-5227,47.59778,-120.66384,Chelan,8,12
1687712.023,760028.1037,7611,5686,106760,Pinnacles Prep,,34950,,Washington State Charter School Commission,4901,Pinnacles Prep,6,7,6,7,"Charter,  Public School, Regular School",P,Public School,Middle School,"504 S. Chelan Ave., Wenatchee, Washington, 98801","504 S. Chelan Ave., Wenatchee, Washington, 98801",Jill  Fineis,info@Pinnaclesprep.org,734.417.6983,47.41725386,-120.3089859,Chelan,8,12
1696728.428,757825.8913,5262,5130,104731,Eastmont Preschools,,4801,171,North Central Educational Service District 171,9206,Eastmont School District,PK,PK,-1,-1," Public School, Special Education School",S,Special Education School,PK Only,"955 3rd St. NE, East Wenatchee, Washington, 98802","955 3rd St. NE, East Wenatchee, Washington, 98802",Heidi  Reasor,reasorh@eastmont206.org,509.884.7169,47.411151,-120.272594,Douglas,8,12
1698693.627,758937.9973,5830,3212,100731,Kenroy Elementary,,4801,171,North Central Educational Service District 171,9206,Eastmont School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"601 N. Jonathan Ave., East Wenatchee, Washington, 98802-6099","601 N. Jonathan Ave., East Wenatchee, Washington, 98802-6099",Kristy  Daley,daleyk@eastmont206.org,509.884.1443,47.414184,-120.264644,Douglas,8,12
1696728.428,757825.8913,6253,2727,100727,Eastmont Senior High,,4801,171,North Central Educational Service District 171,9206,Eastmont School District,10,12,10,12," Public School, Regular School",P,Public School,High School,"955 3rd Street NE, East Wenatchee, Washington, 98802-4999","955 3rd Street NE, East Wenatchee, Washington, 98802-4999",Lance   Noel,noelll@eastmont206.org,509.884.6665,47.411151,-120.272594,Douglas,8,12
1696552.314,760345.5677,6254,3372,100732,Eastmont Junior High,,4801,171,North Central Educational Service District 171,9206,Eastmont School District,7,9,7,9," Public School, Regular School",P,Public School,Jr High,"905 NE 8th Street, East Wenatchee, Washington, 98802-4498","905 NE 8th Street, East Wenatchee, Washington, 98802-4498",David  Woods,woodsd@eastmont206.org,509.884.2407,47.41806,-120.273276,Douglas,8,12
1692129.833,763695.7988,6362,3083,100730,Lee Elementary,,4801,171,North Central Educational Service District 171,9206,Eastmont School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1455 N. Baker Ave., East Wenatchee, Washington, 98802-4336","1455 N. Baker Ave., East Wenatchee, Washington, 98802-4336",Jamea  Connor,connorj@eastmont206.org,509.884.1497,47.427278,-120.291103,Douglas,8,12
